id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
26542,VIAX,small_airport,"Adampur Airport",31.4338,75.758797,775,AS,IN,IN-PB,Adampur,1,VIAX,AIP,,,https://en.wikipedia.org/wiki/Adampur_Air_Force_Base,"Adampur Air Force Station",50,2018-05-19T18:45:26+00:00
26510,VELP,medium_airport,"Lengpui Airport",23.840599060099997,92.6196975708,1398,AS,IN,IN-MZ,Aizawl,1,VELP,AJL,,http://www.aai.aero/allAirports/lengpui.jsp,http://en.wikipedia.org/wiki/Lengpui_Airport,,50,2012-08-18T16:41:43+00:00
32206,VEBG,small_airport,"Balurghat Airport",25.261699676513672,88.79560089111328,78,AS,IN,IN-WB,Balurghat,0,VEBG,RGH,,,,,50,2008-06-13T14:30:04+00:00
3309,VEPI,small_airport,"Barrackpore Air Force Station",22.7810001373,88.3591995239,18,AS,IN,IN-WB,Barrackpore,0,VEPI,,VE31,,,,50,2010-12-28T13:59:33+00:00
29689,VEBA,small_airport,"Behala Airport",22.504230499267578,88.29342651367188,10,AS,IN,IN-WB,Behala,0,VEBA,,,,,Parnasree,50,2009-04-19T09:31:13+00:00
26630,VOTX,small_airport,"Tambaram Air Force Station",12.90719985961914,80.12190246582031,90,AS,IN,IN-TN,Chennai,0,VOTX,,,,,,50,2008-06-13T14:30:04+00:00
26495,VECA,small_airport,"Chabua Air Force Station",27.462200164794922,95.1176986694336,367,AS,IN,IN-AS,Dibrugarh,0,VECA,,,,http://en.wikipedia.org/wiki/Chabua_Air_Force_Base,,50,2008-06-13T14:30:04+00:00
32589,VODK,closed,"Dunakonda Airport",15.8063,79.4882,472,AS,IN,IN-AP,Dunakonda,0,VODK,,,,http://en.wikipedia.org/wiki/Donakonda_Airport,,50,2015-05-13T05:54:06+00:00
31698,IN-JGB,small_airport,"Jagdalpur Airport",19.07430076599121,82.03679656982422,1822,AS,IN,IN-CT,Jagdalpur,0,,JGB,,,,,50,2008-06-13T14:30:04+00:00
32183,VEJP,small_airport,"Jeypore Airport",18.8799991607666,82.552001953125,1952,AS,IN,IN-OR,Jeypore,0,VEJP,PYB,,,,"Jeypur, Jaypur",50,2008-06-13T14:30:04+00:00
3333,VI75,small_airport,"IIT Kanpur Airport",26.520399,80.232904,400,AS,IN,IN-UP,Kalyanpur,0,,,,,https://en.wikipedia.org/wiki/IIT_Kanpur_Airport,"Kalyanpur Airport, VI75",50,2018-05-01T01:11:23+00:00
31691,VEKW,small_airport,"Khowai Airport",24.061899,91.603897,95,AS,IN,IN-TR,Khowai,0,VEKW,IXN,,,https://en.wikipedia.org/wiki/Khowai_Airport,,50,2018-04-30T12:02:58+00:00
32576,VILP,small_airport,"Lalitpur Airport",24.716999053955078,78.41699981689453,1204,AS,IN,IN-UP,Lalitpur,0,VILP,,,,,,50,2008-06-13T14:30:04+00:00
3341,VO55,medium_airport,"Murod Kond Airport",18.411501,76.464699,2136,AS,IN,IN-MM,Latur,1,VALT,LTU,,,http://en.wikipedia.org/wiki/Latur_Airport,,50,2018-04-30T11:16:59+00:00
26544,VIBL,small_airport,"Bakshi Ka Talab Air Force Station",26.988300323486328,80.89309692382812,385,AS,IN,IN-UP,Lucknow,0,VIBL,,,,,,50,2008-06-13T14:30:04+00:00
31799,VEMH,small_airport,"Malda Airport",25.033001,88.133003,79,AS,IN,IN-WB,Malda,0,VEMH,LDA,,,https://en.wikipedia.org/wiki/Malda_Airport,"English Bazar",50,2018-04-30T12:02:27+00:00
31996,VOMY,small_airport,"Mysore Airport",12.23,76.655833,2349,AS,IN,IN-KA,Mysore,0,VOMY,MYQ,,,https://en.wikipedia.org/wiki/Mysore_Airport,"Mysuru, Mandakalli airport",50,2018-05-11T06:53:51+00:00
30180,VAND,medium_airport,"Nanded Airport",19.1833000183,77.31670379639999,1250,AS,IN,IN-MM,Nanded,1,VAND,NDC,,,http://en.wikipedia.org/wiki/Nanded_Airport,,50,2010-09-08T18:06:27+00:00
26515,VENP,small_airport,"Nawapara Airport",20.8700008392334,82.51959991455078,1058,AS,IN,IN-CT,Nawapara,0,VENP,,,,,,50,2009-01-30T17:15:43+00:00
42723,IN-NVY,small_airport,"Neyveli Airport",11.6129560471,79.527381897,184,AS,IN,IN-TN,Neyveli,0,VONV,NVY,,,,,50,2014-02-20T18:52:02+00:00
31692,VEPG,small_airport,"Pasighat Airport",28.066099166870117,95.33560180664062,477,AS,IN,IN-AR,Pasighat,0,VEPG,IXT,,,http://en.wikipedia.org/wiki/Pasighat_Airport,,50,2008-06-13T14:30:04+00:00
32215,IN-RJI,small_airport,"Rajouri Airport",33.377899169921875,74.31520080566406,3000,AS,IN,IN-JK,Rajouri,0,,RJI,,,,Rajauri,50,2008-06-13T14:30:04+00:00
32591,VORM,small_airport,"Ramnad Naval Air Station",9.32509040833,78.971496582,16,AS,IN,IN-TN,Ramnad,0,VORM,,,,,Ramanathapuram,50,2010-05-17T12:26:02+00:00
26503,VEHK,small_airport,"Hirakud Airport",21.5802001953125,84.00569915771484,658,AS,IN,IN-OR,Sambalpur,0,VEHK,,,,,,50,2008-06-13T14:30:04+00:00
26460,VASL,medium_airport,"Solapur Airport",17.6280002594,75.93479919430001,1584,AS,IN,IN-MM,Solapur,0,VASL,SSE,,,http://en.wikipedia.org/wiki/Solapur_Airport,Sholapur,50,2012-10-22T21:27:15+00:00
32433,IN-TEI,small_airport,"Tezu Airport",27.9412002563,96.1343994141,800,AS,IN,IN-AR,Tezu,0,VETJ,TEI,,,http://en.wikipedia.org/wiki/Tezu_Airport,"Teju New Airport",50,2013-02-21T14:47:06+00:00
26626,VOTJ,small_airport,"Tanjore Air Force Base",10.722399711608887,79.10160064697266,253,AS,IN,IN-TN,Thanjavur,0,VOTJ,TJV,,,http://en.wikipedia.org/wiki/Tanjore_Air_Force_Base,Tanjavur,50,2008-06-13T14:30:04+00:00
3342,VO80,small_airport,"Tuticorin Airport",8.724241,78.025803,129,AS,IN,IN-TN,Thoothukudi,1,VOTK,TCR,,,https://en.wikipedia.org/wiki/Tuticorin_Airport,"VO80, Tuticorin Southwest Airport",50,2017-01-08T18:23:15+00:00
3318,VE85,small_airport,"Bentayan Airport",23.09510040283203,75.88529968261719,1666,AS,IN,IN-MP,Ujjain,0,,,,,,VE85,50,2009-01-30T17:01:23+00:00
32592,VOVR,small_airport,"Vellore Airport",12.90880012512207,79.06680297851562,764,AS,IN,IN-TN,Vellore,0,VOVR,,,,,,50,2008-06-13T14:30:04+00:00
32647,VOWA,small_airport,"Warangal Airport",17.9144,79.602203,935,AS,IN,IN-TG,Warangal,0,VOWA,WGC,,http://aai.aero/allAirports/warrangal.jsp,http://en.wikipedia.org/wiki/Warangal_Airport,Warrangal,50,2018-04-30T10:23:17+00:00
35130,IN-0002,heliport,"Tawang Air Force Station",27.58846092224121,91.87769317626953,8756,AS,IN,IN-AR,,0,,,,,,,25,2008-09-22T16:22:42+00:00
35129,IN-0001,heliport,"Siachen Glacier AFS Airport",35.5,77,22000,AS,IN,IN-JK,,0,,,,,,,25,2008-06-13T14:30:04+00:00
26497,VECO,small_airport,"Cooch Behar Airport",26.330499649,89.4672012329,138,AS,IN,IN-WB,,0,VECO,COH,,,,,1,2010-10-30T00:57:32+00:00
42731,IN-0010,small_airport,"Walong Advanced Landing Ground",28.12967300415,97.019660949707,,AS,IN,IN-AR,,0,,,,,http://en.wikipedia.org/wiki/Walong,,0,2015-11-29T01:00:22+00:00
301058,IN-0075,heliport,"Itanagar (Naharlagun)",27.111675,93.6961055556,,AS,IN,IN-AR,,0,,,,,,,0,2012-03-25T10:36:44+00:00
301059,IN-0076,heliport,"Itanagar (Naharlagun)",27.111675,93.6961055556,466,AS,IN,IN-AR,,0,,,,,,,0,2012-03-25T10:39:06+00:00
46282,IN-0016,closed,"Ledo Airfield",27.3025,95.737222,,AS,IN,IN-AS,,0,,,,,http://en.wikipedia.org/wiki/Ledo_Airfield,,0,2010-03-15T05:51:36+00:00
46285,IN-0019,closed,"Dinjan Airfield",27.538017,95.269447,,AS,IN,IN-AS,,0,,,,,http://en.wikipedia.org/wiki/Dinjan_Airfield,,0,2010-03-15T06:09:47+00:00
300448,IN-0066,small_airport,"Madhubani Airport",26.329166666699997,86.06,,AS,IN,IN-BR,,0,,,,,,,0,2012-01-13T09:39:40+00:00
300449,IN-0067,small_airport,"Madhubani Airport",26.329166666699997,86.06,,AS,IN,IN-BR,,0,,,,,,,0,2012-01-13T09:36:52+00:00
311047,IN-0091,small_airport,"saharsa airstrip",25.8919444444,86.5825,,AS,IN,IN-BR,,0,,,,,,,0,2014-02-21T03:15:21+00:00
301046,IN-0072,small_airport,"Raigarh Airport (JSPL)",21.9352805556,83.3502138889,,AS,IN,IN-CT,,0,,,,,,,0,2012-03-25T04:14:07+00:00
330834,IN-0103,small_airport,"INDRA GANDHI AIRPORT",0,0,,AS,IN,IN-DL,,0,,,,,,,0,2019-03-23T01:10:07+00:00
306912,IN-0081,heliport,"Annandale Helipad",31.111388888900002,77.1569444444,6120,AS,IN,IN-HP,,0,,,,,,,0,2012-08-26T03:58:13+00:00
306913,IN-0082,heliport,"Ajog Helipad",32.9219444444,76.458,7460,AS,IN,IN-HP,,0,,,,,,,0,2012-08-26T04:09:38+00:00
309944,IN-0089,small_airport,"Noamundi Airport",22.1922222222,85.54888888890001,,AS,IN,IN-JH,,0,,,,,,,0,2013-11-12T08:55:27+00:00
42717,IN-0004,heliport,"Leh Helipad",34.12866973876953,77.53653717041016,10682,AS,IN,IN-JK,,0,,,,,,,0,2008-12-06T07:04:59+00:00
301040,IN-0070,small_airport,"Vijayanagar Aerodrome (JSW)",15.1749666667,76.6349472222,1670,AS,IN,IN-KA,,0,VOJV,VDY,,,http://en.wikipedia.org/wiki/Vidyanagar_Airport,,0,2012-04-29T13:30:01+00:00
301043,IN-0071,small_airport,"Baldota Koppal Aerodrome",15.360094444400001,76.22005277779999,,AS,IN,IN-KA,,0,,,,,,,0,2012-03-25T04:03:13+00:00
330867,IN-0104,medium_airport,"@@ Online Istikhara for Love Problem +91-9828783978 (>",0,0,,AS,IN,IN-KA,,1,,,,,,,0,2019-03-29T08:05:16+00:00
315328,IN-0095,heliport,"Perunad Helipad",9.3539,76.86489,,AS,IN,IN-KL,,1,,,,,https://en.wikipedia.org/wiki/Perunad#Heliport,"Perunad Heliport, Sabarimala Helipad, Kerala helipad,",0,2015-09-04T10:03:21+00:00
42729,IN-0008,heliport,"Kavaratti Helipad",10.541667938232422,72.61604309082031,,AS,IN,IN-LD,,0,,,,,,,0,2008-12-10T03:41:20+00:00
44582,IN-0015,small_airport,"Baljek Airport",25.661487579345703,90.34503936767578,,AS,IN,IN-ML,,1,,,,,,,0,2009-07-19T04:52:24+00:00
325010,IN-0102,closed,"Erase Me 16",-0.5,0,,AS,IN,IN-MM,,0,,,,,,,0,2017-11-26T09:33:29+00:00
44475,IN-0014,closed,"Koirengei Airstrip",24.872459411621094,93.9256820678711,,AS,IN,IN-MN,,0,,,,,,,0,2009-06-14T05:07:52+00:00
46623,IN-0060,small_airport,"Khargon Govt. Airstrip",21.810030194599996,75.55443763730001,,AS,IN,IN-MP,,0,,,,,,"Khargon, Khargone, Khargoan",0,2010-12-27T06:18:15+00:00
309587,IN-0086,small_airport,"CHINDWARA AIRFIELD",22,78.93,,AS,IN,IN-MP,,0,,,,,,,0,2013-09-16T09:13:32+00:00
46550,IN-0027,heliport,"Thuampui Helipad",23.745866666699996,92.73673333330001,3214,AS,IN,IN-MZ,,0,,,,,,"Zemabawk Helipad",0,2010-11-11T12:09:29+00:00
46551,IN-0028,heliport,"Pukpui Helipad",22.942266666699997,92.76885,,AS,IN,IN-MZ,,0,,,,,,"Lunglei,helipad",0,2010-11-11T12:33:22+00:00
46552,IN-0029,heliport,"Lunglei Helipad",22.8683833333,92.7633,,AS,IN,IN-MZ,,0,,,,,,,0,2010-11-11T12:55:12+00:00
46554,IN-0031,heliport,"Vairengte Helipad",24.478916666699998,92.7539333333,,AS,IN,IN-MZ,,0,,,,,,,0,2010-11-11T13:09:24+00:00
301049,IN-0073,small_airport,"Angul Airport (JSPL)",20.91195,85.03258333330001,,AS,IN,IN-OR,,0,,,,,,,0,2012-03-25T04:28:20+00:00
311049,IN-0092,small_airport,"Jajpur ( Sukinda ) Airstrip",21.0319444444,85.75388888890001,400,AS,IN,IN-OR,,0,,,R,,,,0,2014-02-21T06:25:00+00:00
311106,IN-0093,small_airport,"Vedanta Lanjigarh Airstrip",19.7194444444,83.3936111111,,AS,IN,IN-OR,,0,,,,,,,0,2014-02-26T05:01:51+00:00
312280,IN-0094,closed,"no airport",20.46668667,83.48333056,,AS,IN,IN-OR,,0,,,,,,,0,2015-03-17T08:40:19+00:00
308280,IN-0084,closed,Salwas,26.141647,73.097062,,AS,IN,IN-RJ,,0,,,,,,,0,2013-02-19T02:53:31+00:00
308281,IN-0085,small_airport,Airport,26.436257,73.102823,,AS,IN,IN-RJ,,0,,,,,,,0,2013-02-19T03:04:33+00:00
42730,IN-0009,heliport,"Gangtok Helipad",27.355697631835938,88.61410522460938,,AS,IN,IN-SK,,0,,,,,,,0,2008-12-10T23:46:09+00:00
44362,IN-0012,small_airport,"Pakyong Airport (Under Construction)",27.2313,88.587196,4590,AS,IN,IN-SK,,0,,,,,https://en.wikipedia.org/wiki/Pakyong_Airport,,0,2016-06-02T08:29:41+00:00
42721,IN-0005,closed,"Kayathar Airstrip",8.971388816833496,77.82062530517578,,AS,IN,IN-TN,,0,,,,,,,0,2008-12-07T03:42:46+00:00
42722,IN-0006,closed,"Chettinad Airstrip",10.164996147155762,78.79376983642578,,AS,IN,IN-TN,,0,,,,,,,0,2008-12-07T03:56:58+00:00
46287,IN-0020,closed,"Ulundurpet Airstrip",11.6885487471,79.3213748932,,AS,IN,IN-TN,,0,,,,,,,0,2010-03-15T23:22:06+00:00
46628,IN-0063,closed,"Cholavaram Airstrip",13.2102419263,80.15234470370001,,AS,IN,IN-TN,,0,,,,,,,0,2010-12-30T10:48:15+00:00
300715,IN-0069,small_airport,Sultanpur,26.2475,82.0425,,AS,IN,IN-UP,,1,,,,,,,0,2012-02-09T10:17:46+00:00
46283,IN-0017,closed,"Dudhkundi Airfield",22.3245915688,87.10741996770001,,AS,IN,IN-WB,,0,,,,,http://en.wikipedia.org/wiki/Dudhkundi_Airfield,,0,2010-03-15T05:55:42+00:00
46284,IN-0018,closed,"Piardoba Airfield",22.9895085468,87.2995948792,,AS,IN,IN-WB,,0,,,,,http://en.wikipedia.org/wiki/Piardoba_Airfield,,0,2010-03-15T06:01:46+00:00
302122,IN-0078,closed,"Bishnupur Airfield",23.0339266917,87.35486984250001,,AS,IN,IN-WB,,0,,,,,,,0,2012-07-21T00:50:39+00:00
302134,IN-0079,closed,"Guskhara Airfield",23.471667,87.794167,,AS,IN,IN-WB,,0,,,,,http://en.wikipedia.org/wiki/Guskhara_Airfield,,0,2012-07-21T01:08:26+00:00
302135,IN-0080,closed,"Pandaveswar Airfield",23.641300520900003,87.348690033,,AS,IN,IN-WB,,0,,,,,http://en.wikipedia.org/wiki/Pandaveswar_Airfield,,0,2012-07-21T01:13:06+00:00
46556,IN-0033,small_airport,"Aamby Valley Airport",18.609616666699996,73.37758333330001,2262,AS,IN,IN-MM,"Aamby Valley City",0,,,,,,,0,2010-12-29T17:10:50+00:00
327453,VIKG,medium_airport,"Kishangarh Airport",26.601473,74.814147,,AS,IN,IN-RJ,Ajmer,1,VIKG,KQH,,,https://en.wikipedia.org/wiki/Kishangarh_Airport,,0,2018-04-30T10:57:09+00:00
317900,IN-0096,small_airport,"Akli Airport",25.8077,70.2943,230,AS,IN,IN-RJ,Akli,0,,,,,,,0,2016-05-15T15:58:47+00:00
298454,VIAH,small_airport,"Dhanipur Airstrip",27.860856311,78.14686775210001,,AS,IN,IN-UP,Aligarth,0,VIAH,,,,,,0,2011-05-29T22:01:32+00:00
299082,IN-0065,small_airport,"Amravati (Belora) Airstrip",20.813348511599997,77.71790742870002,1125,AS,IN,IN-MM,Amravati,0,,,,,http://en.wikipedia.org/wiki/Amravati_Airport,,0,2012-06-02T11:54:13+00:00
43966,IN-0011,medium_airport,"Jakkur Aerodrome",13.07674,77.597645,3013,AS,IN,IN-KA,Bengaluru,0,VOJK,,,,https://en.wikipedia.org/wiki/Jakkur_Aerodrome,,0,2016-12-12T11:45:34+00:00
306915,IN-0083,heliport,"Bilaspur Helipad",31.345138888900003,76.75675,1685,AS,IN,IN-HP,Bilaspur,0,,,,,,,0,2012-08-26T04:48:45+00:00
46574,IN-0051,heliport,"Aviation Research Centre, RAW Headquarter Helipad",30.70645,77.8615,,AS,IN,IN-UP,Chakrata,0,,,,,,,0,2010-12-29T19:13:22+00:00
44474,VEDZ,small_airport,"Daporijo Airport",27.985500335699996,94.22280120850002,750,AS,IN,IN-AR,Daporijo,0,VEDZ,DEP,,,http://en.wikipedia.org/wiki/Daporijo_Airport,"Deparijo, Daparizo, Deparizo, DAE",0,2014-08-29T01:01:59+00:00
46610,IN-0058,closed,"Dhubulia Airstrip",23.4929846863,88.4540176392,,AS,IN,IN-WB,Dhubulia,0,,,,,,Dhubalia,0,2010-12-28T14:04:30+00:00
46611,IN-0059,closed,"Digri Airstrip",22.7854403333,87.36225128170001,,AS,IN,IN-WB,Digri,0,,,,,,,0,2010-12-28T14:05:23+00:00
317984,IN-0100,small_airport,"Sido Kanhu Airport",24.231185,87.269989,470,AS,IN,IN-JH,Dumka,0,,,,,,Anasol,0,2016-05-20T21:44:07+00:00
317982,VEDG,medium_airport,"Kazi Nazrul Islam Airport",23.6225,87.243,300,AS,IN,IN-WB,Durgapur,1,VEDG,RDP,,,https://en.wikipedia.org/wiki/Kazi_Nazrul_Islam_Airport,"Andal Airport, Durgapur Airport",0,2016-05-20T12:34:28+00:00
317983,IN-0099,small_airport,"Durgapur Steel Plant Airport",23.58331,87.339787,290,AS,IN,IN-WB,Durgapur,0,,,,,,,0,2016-05-20T20:47:02+00:00
46512,IN-0025,small_airport,"Faizabad Airport",26.7511282,82.1543651,350,AS,IN,IN-UP,Faizabad,1,,,,,,,0,2010-09-09T10:27:57+00:00
46566,IN-0043,heliport,"STC BSF Indian Army Helipad",24.3267,93.67546666670002,,AS,IN,IN-MN,Gangpimual,0,,,,,,,0,2010-12-29T19:12:44+00:00
46567,IN-0044,heliport,"PAP Complex Heliport",31.2920833333,75.6072,766,AS,IN,IN-PB,Jalandhar,0,,,,,,,0,2010-12-29T19:09:41+00:00
46608,IN-0056,closed,"Kalyan airstrip",19.1792197299,73.1391835213,,AS,IN,IN-MM,Kalyan,0,,,,,http://en.wikipedia.org/wiki/Kalyan_International_Airport,,0,2010-12-28T14:02:23+00:00
46607,IN-0055,closed,"Kanchrapara Airfield",22.922932987499998,88.4599292278,,AS,IN,IN-WB,Kanchrapara,0,,,,,http://en.wikipedia.org/wiki/Kanchrapara_Airfield,Calcutta,0,2010-12-28T14:00:08+00:00
46568,IN-0045,heliport,"Catholic Medical Centre Helipad",24.8062,93.94275,,AS,IN,IN-MN,Kangla,0,,,,,,,0,2010-12-29T19:08:53+00:00
329504,VOKN,medium_airport,"Kannur International Airport",11.918614,75.547211,330,AS,IN,IN-KL,Kannur,1,VOKN,CNN,,,https://en.wikipedia.org/wiki/Kannur_International_Airport,,0,2018-10-21T15:29:30+00:00
46624,IN-0061,small_airport,"Khandwa Airport",21.857117459599998,76.3369560242,,AS,IN,IN-MP,Khandwa,0,,,,,,,0,2010-12-28T13:53:52+00:00
46572,IN-0049,heliport,"Kohima Helipad",25.663066666699997,94.1139333333,,AS,IN,IN-NL,Kohima,0,,,,,,,0,2010-12-29T19:14:22+00:00
46562,IN-0039,heliport,"Lebong Helipad",27.0590833333,88.2777333333,,AS,IN,IN-WB,Lebong,0,,,,,,,0,2010-12-29T18:58:39+00:00
317981,IN-0098,heliport,"Maithon Heliport",23.785,86.7935,529,AS,IN,IN-JH,Maithon,0,,,,,,"Gogna Colony",0,2016-05-20T12:01:00+00:00
46575,IN-0052,heliport,"Mathura Heliport",27.464233333299997,77.68241666670001,,AS,IN,IN-UP,Mathura,0,,,,,,,0,2010-12-29T19:18:06+00:00
46377,IN-0022,heliport,"Kunjali Helipad",18.895273369,72.8084939718,,AS,IN,IN-MM,Mimbai,0,,,,,,,0,2010-04-25T19:18:17+00:00
42724,IN-0007,heliport,"Minicoy Helipad",8.273630142211914,73.02230072021484,,AS,IN,IN-LD,"Minicoy Island",0,,,,,,Maliku,0,2009-08-29T10:47:47+00:00
46376,IN-0021,heliport,"Shikra Naval Helibase",18.913345681200003,72.8292113543,,AS,IN,IN-MM,Mumbai,0,,,,,,,0,2010-04-25T19:13:14+00:00
46569,IN-0046,heliport,"Butcher Island Helipad",18.9623,72.9030833333,,AS,IN,IN-MM,Mumbai,0,,,,,,,0,2010-12-29T19:17:21+00:00
46570,IN-0047,heliport,"Mahalaxmi Race Course Helipad",18.9820333333,72.8215666667,,AS,IN,IN-MM,Mumbai,0,,,,,,Bombay,0,2010-12-29T19:16:23+00:00
46571,IN-0048,heliport,"Raj Bhavan Helipad",18.94265,72.7940166667,,AS,IN,IN-MM,Mumbai,0,,,,,,,0,2010-12-29T19:16:50+00:00
46564,IN-0041,heliport,"HQ Eastern Air Command Helipad",25.538183333299997,91.82655,,AS,IN,IN-ML,Myliem,0,,,,,,,0,2010-12-29T19:10:56+00:00
46560,IN-0037,heliport,"Namchi Helipad",27.1567333333,88.32206666670001,,AS,IN,IN-SK,Nayabazar,0,,,,,,,0,2010-12-29T19:00:34+00:00
331083,IN-0105,small_airport,"Muhammad Ali Khan",0,0,,AS,IN,IN-DL,"New Delhi",1,,,,https://ruhaniilamblackmagic.wordpress.com/,,"{Uk/Usa}Rohani Ilaj For Love Marriage +91-9588073233",0,2019-04-28T06:04:05+00:00
314033,OMN,small_airport,"Osmanabad Airport",18.281,76.0574,2277,AS,IN,IN-MM,Osmanabad,0,,OMN,,,http://en.wikipedia.org/wiki/Osmanabad_Airport,,0,2015-03-13T12:40:34+00:00
46563,IN-0040,heliport,"Pedong Helipad",27.1559333333,88.61065,,AS,IN,IN-SK,Pedong,0,,,,,,,0,2010-12-29T18:58:01+00:00
46559,IN-0036,heliport,"Pelling Helipad",27.3005,88.23085,,AS,IN,IN-SK,"Pelling City",0,,,,,,,0,2010-12-29T19:01:30+00:00
46573,IN-0050,heliport,"Phalodi Airfield",27.1128333333,72.389,,AS,IN,IN-RJ,Phalodi,0,,,,,,,0,2013-02-19T03:17:06+00:00
311989,IN-0088,small_airport,"Poonch Airport",33.76875,74.083753,3219,AS,IN,IN-JK,Poonch,0,,,,,http://en.wikipedia.org/wiki/Poonch_Airport,Punch,0,2014-05-24T10:27:33+00:00
46606,IN-0054,closed,"Charra Airfield",23.3657772896,86.43673896790001,,AS,IN,IN-WB,Purulia,0,,,,,http://en.wikipedia.org/wiki/Charra_Airfield,,0,2010-12-28T13:56:20+00:00
313998,RMD,small_airport,"Basanth Nagar Airport",18.701,79.3923,670,AS,IN,IN-TG,Ramagundam,0,VORG,RMD,,,http://en.wikipedia.org/wiki/Ramagundam_Airport,,0,2016-01-12T23:24:11+00:00
313997,VORG,small_airport,"Basanth Nagar Airport",18.701,79.3923,670,AS,IN,IN-U-A,Ramagundam,0,VORG,RMD,,,http://en.wikipedia.org/wiki/Ramagundam_Airport,,0,2015-03-10T00:26:53+00:00
317980,IN-0097,small_airport,"Surichua Air Base",24.18824,87.701722,280,AS,IN,IN-WB,Rampurhat,0,,,,,,"Rampur Hat",0,2016-05-20T11:31:55+00:00
46609,IN-0057,closed,"Rasgovindpur Airstrip",21.8050895155,87.0469093323,,AS,IN,IN-OR,Rasgovindpur,0,,,,,,,0,2010-12-28T14:03:32+00:00
46515,IN-0026,small_airport,"Korba Airport",22.414166666699998,82.7194444444,1200,AS,IN,IN-CT,Rumgara,0,,,,,,,0,2010-09-14T10:31:36+00:00
46555,IN-0032,heliport,"Saiha Helipad",22.4885833333,92.98695,,AS,IN,IN-MZ,Saiha,1,,,,,,,0,2012-08-18T18:08:22+00:00
46558,IN-0035,heliport,"Sevoke Road Indian Army Heliport",26.7744,88.4523166667,472,AS,IN,IN-WB,Salugara,0,,,,,,,0,2010-12-29T19:02:17+00:00
46553,IN-0030,heliport,"Serchhip Helipad",23.32875,92.85606666670002,,AS,IN,IN-MZ,Serchhip,0,,,,,,,0,2010-12-29T17:15:59+00:00
46565,IN-0042,heliport,"Shillong Indian Army Helipad",25.54425,91.8817166667,,AS,IN,IN-ML,Shillong,0,,,,,,,0,2010-12-29T18:56:49+00:00
327452,VASD,medium_airport,"Shirdi Airport",19.688611,74.378889,1926,AS,IN,IN-MM,Shirdi,1,VASD,SAG,,,https://en.wikipedia.org/wiki/Shirdi_Airport,,0,2018-04-30T08:54:36+00:00
46625,IN-0062,small_airport,"Shirpur Airport",21.3239987933,74.9567341805,,AS,IN,IN-MM,Shirpur,0,,,,,,"Shirpur, Dhule",0,2010-12-27T06:30:01+00:00
46640,IN-0064,small_airport,"Umaria Air Field",23.5325139099,80.80821990970001,1510,AS,IN,IN-MP,Umaria,0,,,,,,,0,2011-01-22T04:42:50+00:00
46561,IN-0038,heliport,"Upper Tadong Indian Army Helipad",27.306716666699998,88.59965,,AS,IN,IN-SK,"Upper Tadong",0,,,,,,,0,2010-12-29T18:59:38+00:00
319166,IN-0101,small_airport,"Vanasthali Airport",26.407627,75.870128,,AS,IN,IN-RJ,Vanasthali,0,,,,,,,0,2016-06-28T04:47:31+00:00
46557,IN-0034,small_airport,"Vijay Nagar Airport",19.8841,73.84056666670001,,AS,IN,IN-MM,"Vijay Nagar",0,,,,,,,0,2010-12-29T19:02:57+00:00
