id,inning,over,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
1254059,1,11,5,AT Rayudu,SK Raina,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,11,6,SK Raina,AT Rayudu,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,DC
1254059,1,12,1,SK Raina,AT Rayudu,MP Stoinis,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,12,2,AT Rayudu,SK Raina,MP Stoinis,6,1,7,0,0,NA,NA,NA,noballs,Chennai Super Kings,Delhi Capitals
1254059,1,12,3,AT Rayudu,SK Raina,MP Stoinis,0,4,4,0,0,NA,NA,NA,legbyes,Chennai Super Kings,Delhi Capitals
1254059,1,12,4,AT Rayudu,SK Raina,MP Stoinis,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,12,5,AT Rayudu,SK Raina,MP Stoinis,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,12,6,SK Raina,AT Rayudu,MP Stoinis,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,12,7,SK Raina,AT Rayudu,MP Stoinis,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,1,AT Rayudu,SK Raina,TK Curran,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,2,AT Rayudu,SK Raina,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,3,SK Raina,AT Rayudu,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,4,AT Rayudu,SK Raina,TK Curran,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,5,AT Rayudu,SK Raina,TK Curran,0,0,0,0,1,caught,AT Rayudu,S Dhawan,NA,Chennai Super Kings,Delhi Capitals
1254059,1,13,6,SK Raina,RA Jadeja,TK Curran,1,0,1,0,0,NA,NA,NA,NA,CSK,Delhi Capitals
1254059,1,14,1,SK Raina,RA Jadeja,MP Stoinis,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,14,2,RA Jadeja,SK Raina,MP Stoinis,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,14,3,RA Jadeja,SK Raina,MP Stoinis,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,14,4,RA Jadeja,SK Raina,MP Stoinis,0,1,1,0,0,NA,NA,NA,legbyes,Chennai Super Kings,Delhi Capitals
1254059,1,14,5,SK Raina,RA Jadeja,MP Stoinis,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,14,6,RA Jadeja,SK Raina,MP Stoinis,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,1,RA Jadeja,SK Raina,Avesh Khan,1,0,1,0,1,run out,SK Raina,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,2,MS Dhoni,RA Jadeja,Avesh Khan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,3,MS Dhoni,RA Jadeja,Avesh Khan,0,0,0,0,1,bowled,MS Dhoni,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,4,SM Curran,RA Jadeja,Avesh Khan,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,5,SM Curran,RA Jadeja,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,15,6,RA Jadeja,SM Curran,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,1,RA Jadeja,SM Curran,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,2,SM Curran,RA Jadeja,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,3,RA Jadeja,SM Curran,TK Curran,0,0,0,0,0,NA,NA,Not Applicable,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,4,RA Jadeja,SM Curran,TK Curran,1,0,67,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,5,SM Curran,RA Jadeja,TK Curran,22,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,16,6,SM Curran,RA Jadeja,TK Curran,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,1,RA Jadeja,SM Curran,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,2,SM Curran,RA Jadeja,Avesh Khan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,3,SM Curran,RA Jadeja,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,4,RA Jadeja,SM Curran,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,5,SM Curran,RA Jadeja,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,17,6,RA Jadeja,SM Curran,Avesh Khan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,DC
1254059,1,18,1,RA Jadeja,SM Curran,TK Curran,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,18,2,RA Jadeja,SM Curran,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,18,3,SM Curran,RA Jadeja,TK Curran,0,1,1,0,0,NA,NA,NA,wides,Chennai Super Kings,Delhi Capitals
1254059,1,18,4,SM Curran,RA Jadeja,TK Curran,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,18,5,SM Curran,RA Jadeja,TK Curran,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,18,6,SM Curran,RA Jadeja,TK Curran,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,18,7,SM Curran,RA Jadeja,TK Curran,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,1,SM Curran,RA Jadeja,CR Woakes,4,0,4,0,5,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,2,SM Curran,RA Jadeja,CR Woakes,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,3,RA Jadeja,SM Curran,CR Woakes,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,4,RA Jadeja,SM Curran,CR Woakes,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,5,RA Jadeja,SM Curran,CR Woakes,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,1,19,6,SM Curran,RA Jadeja,CR Woakes,0,0,0,0,2,bowled,SM Curran,NA,NA,Chennai Super Kings,Delhi Capitals
1254059,2,0,1,PP Shaw,S Dhawan,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,0,2,PP Shaw,S Dhawan,DL Chahar,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,0,3,PP Shaw,S Dhawan,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,0,4,S Dhawan,PP Shaw,DL Chahar,16,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,0,5,S Dhawan,PP Shaw,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,0,6,S Dhawan,PP Shaw,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,1,1,PP Shaw,S Dhawan,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,1,2,S Dhawan,PP Shaw,SM Curran,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,1,3,S Dhawan,PP Shaw,SM Curran,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,1,4,S Dhawan,PP Shaw,SM Curran,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,1,5,S Dhawan,PP Shaw,SM Curran,1,0,1,0,0,NA,NA,NA,NA,DC,Chennai Super Kings
1254059,2,1,6,PP Shaw,S Dhawan,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,1,PP Shaw,S Dhawan,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,2,PP Shaw,S Dhawan,DL Chahar,6,0,6,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,3,PP Shaw,S Dhawan,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,4,PP Shaw,S Dhawan,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,5,PP Shaw,S Dhawan,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,2,6,S Dhawan,PP Shaw,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,3,1,S Dhawan,PP Shaw,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,3,2,PP Shaw,S Dhawan,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,CSK
1254059,2,3,3,S Dhawan,PP Shaw,SM Curran,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,3,4,S Dhawan,PP Shaw,SM Curran,6,0,6,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,3,5,S Dhawan,PP Shaw,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,3,6,PP Shaw,S Dhawan,SM Curran,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,1,S Dhawan,PP Shaw,SN Thakur,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,2,S Dhawan,PP Shaw,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,3,S Dhawan,PP Shaw,SN Thakur,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,4,PP Shaw,S Dhawan,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,5,PP Shaw,S Dhawan,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,4,6,PP Shaw,S Dhawan,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,1,S Dhawan,PP Shaw,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,2,PP Shaw,S Dhawan,DL Chahar,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,3,PP Shaw,S Dhawan,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,4,PP Shaw,S Dhawan,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,5,S Dhawan,PP Shaw,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,5,6,S Dhawan,PP Shaw,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,1,S Dhawan,PP Shaw,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,2,PP Shaw,S Dhawan,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,3,S Dhawan,PP Shaw,RA Jadeja,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,4,S Dhawan,PP Shaw,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,5,PP Shaw,S Dhawan,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,6,6,S Dhawan,PP Shaw,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,1,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,2,PP Shaw,S Dhawan,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,3,S Dhawan,PP Shaw,MM Ali,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,4,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,5,PP Shaw,S Dhawan,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,7,6,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,8,1,S Dhawan,PP Shaw,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,8,2,PP Shaw,S Dhawan,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,8,3,S Dhawan,PP Shaw,RA Jadeja,2,0,2,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,8,4,S Dhawan,PP Shaw,RA Jadeja,1,0,1,0,0,NA,NA,NA,NA,DC,Chennai Super Kings
1254059,2,8,5,PP Shaw,S Dhawan,RA Jadeja,6,0,6,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,8,6,PP Shaw,S Dhawan,RA Jadeja,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,1,S Dhawan,PP Shaw,MM Ali,6,0,6,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,2,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,3,PP Shaw,S Dhawan,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,4,S Dhawan,PP Shaw,MM Ali,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,5,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,9,6,PP Shaw,S Dhawan,MM Ali,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,1,S Dhawan,PP Shaw,SN Thakur,2,0,2,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,2,S Dhawan,PP Shaw,SN Thakur,1,0,1,0,0,NA,NA,Not Applicable,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,3,PP Shaw,S Dhawan,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,4,PP Shaw,S Dhawan,SN Thakur,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,5,S Dhawan,PP Shaw,SN Thakur,2,0,2,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,10,6,S Dhawan,PP Shaw,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,1,PP Shaw,S Dhawan,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,2,S Dhawan,PP Shaw,DJ Bravo,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,3,S Dhawan,PP Shaw,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,4,PP Shaw,S Dhawan,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,5,PP Shaw,S Dhawan,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,11,6,S Dhawan,PP Shaw,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,1,S Dhawan,PP Shaw,MM Ali,0,1,1,0,0,NA,NA,NA,noballs,Delhi Capitals,Chennai Super Kings
1254059,2,12,2,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,3,PP Shaw,S Dhawan,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,4,S Dhawan,PP Shaw,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,5,PP Shaw,S Dhawan,MM Ali,6,0,6,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,6,PP Shaw,S Dhawan,MM Ali,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,12,7,PP Shaw,S Dhawan,MM Ali,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,1,PP Shaw,S Dhawan,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,2,S Dhawan,PP Shaw,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,3,PP Shaw,S Dhawan,DJ Bravo,0,0,0,0,1,caught,PP Shaw,MM Ali,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,4,S Dhawan,RR Pant,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,5,RR Pant,S Dhawan,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,13,6,RR Pant,S Dhawan,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,1,S Dhawan,RR Pant,DL Chahar,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,2,S Dhawan,RR Pant,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,3,RR Pant,S Dhawan,DL Chahar,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,4,RR Pant,S Dhawan,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,5,S Dhawan,RR Pant,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,14,6,RR Pant,S Dhawan,DL Chahar,1,0,1,0,0,Not Applicable,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,1,RR Pant,S Dhawan,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,2,RR Pant,S Dhawan,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,3,S Dhawan,RR Pant,DJ Bravo,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,4,S Dhawan,RR Pant,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,5,S Dhawan,RR Pant,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,15,6,RR Pant,S Dhawan,DJ Bravo,0,1,1,0,0,NA,NA,NA,wides,Delhi Capitals,Chennai Super Kings
1254059,2,15,7,RR Pant,S Dhawan,DJ Bravo,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,1,S Dhawan,RR Pant,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,2,S Dhawan,RR Pant,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,3,S Dhawan,RR Pant,SN Thakur,0,1,1,0,0,NA,NA,NA,wides,Delhi Capitals,Chennai Super Kings
1254059,2,16,4,S Dhawan,RR Pant,SN Thakur,0,0,0,0,1,lbw,S Dhawan,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,5,MP Stoinis,RR Pant,SN Thakur,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,6,MP Stoinis,RR Pant,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,16,7,MP Stoinis,RR Pant,SN Thakur,0,1,1,0,0,NA,NA,NA,wides,Delhi Capitals,Chennai Super Kings
1254059,2,16,8,MP Stoinis,RR Pant,SN Thakur,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,17,1,RR Pant,MP Stoinis,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,17,2,MP Stoinis,RR Pant,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,17,3,RR Pant,MP Stoinis,DJ Bravo,2,0,2,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,17,4,RR Pant,MP Stoinis,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,17,5,MP Stoinis,RR Pant,DJ Bravo,4,0,4,0,0,NA,NA,Not Applicable,NA,Delhi Capitals,csk
1254059,2,17,6,MP Stoinis,RR Pant,DJ Bravo,1,0,1,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,18,1,MP Stoinis,RR Pant,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,18,2,MP Stoinis,RR Pant,SN Thakur,0,0,0,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254059,2,18,3,MP Stoinis,RR Pant,SN Thakur,0,0,0,0,1,caught,MP Stoinis,SM Curran,NA,Delhi Capitals,Chennai Super Kings
1254059,2,18,4,RR Pant,SO Hetmyer,SN Thakur,4,0,4,0,0,NA,NA,NA,NA,Delhi Capitals,Chennai Super Kings
1254060,1,0,1,N Rana,Shubman Gill,B Kumar,4,0,4,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,0,2,N Rana,Shubman Gill,B Kumar,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,0,3,N Rana,Shubman Gill,B Kumar,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,0,4,N Rana,Shubman Gill,B Kumar,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,SH
1254060,1,0,5,N Rana,Shubman Gill,B Kumar,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,0,6,N Rana,Shubman Gill,B Kumar,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,1,1,Shubman Gill,N Rana,Sandeep Sharma,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,1,2,Shubman Gill,N Rana,Sandeep Sharma,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,1,3,N Rana,Shubman Gill,Sandeep Sharma,4,0,4,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1254060,1,1,4,N Rana,Shubman Gill,Sandeep Sharma,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
